,created_at,tweet_id,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,expanded_urls,rating_numerator,rating_denominator,jpg_url,img_num,dog_category,model,dog_breed,conf,dog_name,entities_hashtags,entities_user_mentions,entities_url,entities_size_large_w,entities_size_large_h
10,2017-07-26 00:31:25+00:00,890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,False,131,Twitter for iPhone,nan,nan,,dog_rates,False,6036,26306,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,uncategorized,model 1,samoyed,0.957979,Koda,BarkWeek,,https://t.co/dVPW0B0Mme,1601.0,1600.0
11,2017-07-25 16:11:53+00:00,889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,False,108,Twitter for iPhone,nan,nan,,dog_rates,False,4085,23852,False,False,False,en,,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,uncategorized,model 1,french_bulldog,0.377417,Bruno,,,https://t.co/u1XPQMl29g,895.0,971.0
12,2017-07-25 01:55:32+00:00,889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,False,107,Twitter for iPhone,nan,nan,,dog_rates,False,8188,40916,False,False,False,en,,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,puppo,model 1,pembroke,0.966327,None,,,https://t.co/BxvuXk0UCm,1080.0,1350.0
13,2017-07-25 00:10:02+00:00,889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,False,92,Twitter for iPhone,nan,nan,,dog_rates,False,3652,23039,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,uncategorized,model 1,french_bulldog,0.99165,Ted,,,https://t.co/f8dEDcrKSR,1201.0,1600.0
14,2017-07-24 17:02:04+00:00,889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,False,119,Twitter for iPhone,nan,nan,,dog_rates,False,1854,12979,False,False,False,en,,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,puppo,model 1,golden_retriever,0.953442,Stuart,BarkWeek,,https://t.co/y70o6h3isq,1201.0,1600.0
15,2017-07-24 00:19:32+00:00,889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,False,139,Twitter for iPhone,nan,nan,,dog_rates,False,4365,21467,False,False,False,en,,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,uncategorized,model 1,whippet,0.626152,Oliver,BarkWeek,,https://t.co/WpHvrQedPb,320.0,568.0
16,2017-07-23 00:22:39+00:00,888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,False,87,Twitter for iPhone,nan,nan,,dog_rates,False,3691,24925,False,False,False,en,,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,uncategorized,model 1,golden_retriever,0.714719,Jim,,,https://t.co/chxruIOUJN,1201.0,1600.0
17,2017-07-22 16:56:37+00:00,888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,False,129,Twitter for iPhone,nan,nan,,dog_rates,False,3464,21837,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,uncategorized,model 1,golden_retriever,0.46976,Zeke,,,https://t.co/HTQ77yNQ5K,1201.0,1600.0
18,2017-07-22 00:23:06+00:00,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,False,88,Twitter for iPhone,nan,nan,,dog_rates,False,2838,16862,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,uncategorized,model 1,siberian_husky,0.700377,Ralphus,,,https://t.co/YnYAFCTTiK,1600.0,1016.0
19,2017-07-20 16:49:33+00:00,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,False,128,Twitter for iPhone,nan,nan,,dog_rates,False,2844,18585,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,uncategorized,model 1,french_bulldog,0.995026,Gerald,,,https://t.co/DK7iDPfuRX,1285.0,1600.0
20,2017-07-19 16:06:48+00:00,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,False,128,Twitter for iPhone,nan,nan,,dog_rates,False,4445,25846,False,False,False,en,,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,uncategorized,model 1,basset,0.821664,Jeffrey,,,https://t.co/PhrUk20Q64,1600.0,900.0
21,2017-07-19 03:39:09+00:00,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,False,109,Twitter for iPhone,nan,nan,,dog_rates,False,9657,39524,False,False,False,en,,,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,uncategorized,none,unknown,,not knwon,,,https://t.co/20VrLAA8ba,480.0,480.0
22,2017-07-19 00:47:34+00:00,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,False,100,Twitter for iPhone,nan,nan,,dog_rates,False,14770,58672,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,uncategorized,model 1,pembroke,0.809197,Canela,,,https://t.co/cLyzpcUcMX,900.0,1510.0
23,2017-07-18 16:08:03+00:00,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,False,89,Twitter for iPhone,nan,nan,,dog_rates,False,8624,28752,False,False,False,en,,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,uncategorized,model 1,mexican_hairless,0.330741,None,,,https://t.co/WZqNqygEyV,1280.0,720.0
24,2017-07-18 00:07:08+00:00,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,False,130,Twitter for iPhone,nan,nan,,dog_rates,False,4896,26179,False,False,False,en,,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,uncategorized,model 1,samoyed,0.733942,None,,,https://t.co/4Ad1jzJSdp,1590.0,1582.0
25,2017-07-17 16:17:36+00:00,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,False,102,Twitter for iPhone,nan,nan,,dog_rates,False,6192,29573,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,uncategorized,model 1,chihuahua,0.793469,Maya,,,https://t.co/I6oNy0CgiT,1201.0,1600.0
26,2017-07-16 23:58:41+00:00,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",False,122,Twitter for iPhone,nan,nan,,dog_rates,False,2580,10223,False,False,False,en,,,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,uncategorized,model 1,kuvasz,0.309706,Mingus,,,https://t.co/ISvKOSkd5b,800.0,533.0
27,2017-07-16 20:14:00+00:00,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,False,72,Twitter for iPhone,nan,nan,,dog_rates,False,3673,19185,False,False,False,en,,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,uncategorized,none,unknown,,Derek,,,https://t.co/BCoWue0abA,901.0,1600.0
28,2017-07-15 23:25:31+00:00,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,False,132,Twitter for iPhone,nan,nan,,dog_rates,False,2580,18025,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,pupper,model 1,french_bulldog,0.999201,Roscoe,,,https://t.co/RGE08MIJox,1201.0,1600.0
29,2017-07-15 16:51:35+00:00,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,False,106,Twitter for iPhone,8.862663570751283e+17,2281181600.0,PresidentDawg,dog_rates,False,4,101,False,False,True,en,,,,,,12,10,,,uncategorized,none,unknown,,None,,nonwhitehat; MayhewMayhem,,,
30,2017-07-15 16:17:19+00:00,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,False,95,Twitter for iPhone,nan,nan,,dog_rates,False,5172,23872,False,False,False,en,,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,uncategorized,model 1,pug,0.943575,Waffles,,,https://t.co/xZDA9Qsq1O,1201.0,1600.0
31,2017-07-14 22:10:11+00:00,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,False,141,Twitter for iPhone,nan,nan,,dog_rates,False,5507,27864,False,False,False,en,,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,uncategorized,model 1,blenheim_spaniel,0.972494,Jimbo,,,https://t.co/BuveP0uMF1,1200.0,1183.0
32,2017-07-13 15:58:47+00:00,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,False,110,Twitter for iPhone,nan,nan,,dog_rates,False,5238,30725,False,False,False,en,,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,uncategorized,model 1,pug,0.369275,Maisey,,,https://t.co/tp1kQ8i9JF,1138.0,1117.0
33,2017-07-13 15:19:09+00:00,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,False,48,Twitter for iPhone,nan,nan,,dog_rates,True,3056,17427,False,False,False,en,,,,,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,,,uncategorized,none,unknown,,None,,,,,
34,2017-07-12 16:03:00+00:00,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,False,135,Twitter for iPhone,nan,nan,,dog_rates,False,3610,18709,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,uncategorized,model 1,malamute,0.8124819999999999,None,,,https://t.co/44ItaMubBf,1201.0,1600.0
35,2017-07-12 00:01:00+00:00,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",False,94,Twitter for iPhone,nan,nan,,dog_rates,False,14733,65582,False,False,False,en,,,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,uncategorized,model 1,italian_greyhound,0.259916,Earl,,,https://t.co/MYJvdlNRVa,960.0,1280.0
36,2017-07-11 20:47:12+00:00,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,False,119,Twitter for iPhone,nan,nan,,dog_rates,False,4580,23702,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,uncategorized,model 1,chow,0.822103,Lola,,,https://t.co/74TKAUsLkO,1234.0,1338.0
37,2017-07-11 00:00:02+00:00,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,False,67,Twitter for iPhone,nan,nan,,dog_rates,False,3829,20727,False,False,False,en,,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,uncategorized,model 1,pug,0.5464060000000001,Kevin,,,https://t.co/1r4MFCbCX5,1201.0,1600.0
38,2017-07-10 15:58:53+00:00,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",False,137,Twitter for iPhone,nan,nan,,dog_rates,False,4722,23168,False,False,False,en,,,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,uncategorized,model 1,pembroke,0.993225,None,,,https://t.co/vvBOcC2VdC,1600.0,1562.0
39,2017-07-10 03:08:17+00:00,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,False,105,Twitter for iPhone,nan,nan,,dog_rates,True,16629,61918,False,False,False,en,8.839656507540398e+17,8.839656507540398e+17,"{'url': 'https://t.co/uF3pQ8Wubj', 'expanded': 'https://twitter.com/kaijohnson_19/status/883965650754039809', 'display': 'twitter.com/kaijohnson_19/…'}","{'created_at': 'Sun Jul 09 08:26:49 +0000 2017', 'id': 883965650754039809, 'id_str': '883965650754039809', 'full_text': 'Have you ever seen a more guilty pug?😂 https://t.co/Lhf4ECt1uL', 'truncated': False, 'display_text_range': [0, 38], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 883965641492922369, 'id_str': '883965641492922369', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/DER6EUbWAAEOY9Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DER6EUbWAAEOY9Z.jpg', 'url': 'https://t.co/Lhf4ECt1uL', 'display_url': 'pic.twitter.com/Lhf4ECt1uL', 'expanded_url': 'https://twitter.com/Kaijohnson_19/status/883965650754039809/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 883965641492922369, 'id_str': '883965641492922369', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/DER6EUbWAAEOY9Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DER6EUbWAAEOY9Z.jpg', 'url': 'https://t.co/Lhf4ECt1uL', 'display_url': 'pic.twitter.com/Lhf4ECt1uL', 'expanded_url': 'https://twitter.com/Kaijohnson_19/status/883965650754039809/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}}}, {'id': 883965641421725696, 'id_str': '883965641421725696', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/DER6EUKXoAA1t3B.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DER6EUKXoAA1t3B.jpg', 'url': 'https://t.co/Lhf4ECt1uL', 'display_url': 'pic.twitter.com/Lhf4ECt1uL', 'expanded_url': 'https://twitter.com/Kaijohnson_19/status/883965650754039809/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3097795571, 'id_str': '3097795571', 'name': 'Kai Johnson', 'screen_name': 'Kaijohnson_19', 'location': 'Scotland, United Kingdom', 'description': 'Forensics student🤓 Citeh💙', 'url': 'https://t.co/pk8FMRc1OM', 'entities': {'url': {'urls': [{'url': 'https://t.co/pk8FMRc1OM', 'expanded_url': 'https://www.instagram.com/kaijohnson_19/', 'display_url': 'instagram.com/kaijohnson_19/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 175, 'friends_count': 222, 'listed_count': 1, 'created_at': 'Thu Mar 19 21:55:32 +0000 2015', 'favourites_count': 524, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 28, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1422844775426842625/k0SlCske_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1422844775426842625/k0SlCske_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3097795571/1636155439', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 56255, 'favorite_count': 188223, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_appealable': False, 'lang': 'en'}",https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,,,uncategorized,none,unknown,,None,,,,,
40,2017-07-09 21:29:42+00:00,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,False,141,Twitter for iPhone,nan,nan,,dog_rates,False,2460,17424,False,False,False,en,,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,doggo,model 1,german_shepherd,0.707046,Yogi,,,https://t.co/YSI00BzTBZ,1278.0,1148.0
